name,province,lat,lng,population
Seal Cove,NB,44.6526,-66.84084,549
Sechelt,BC,49.47512,-123.75903,8832
Selkirk,MB,50.1436,-96.88452,10278
Senneterre,QC,48.39302,-77.23951,2239
Sentinel Hill,BC,49.33732,-123.14597,1060
Sept-Îles,QC,50.20011,-66.38208,28534
Sexsmith,AB,55.34998,-118.78602,2461
Seymour Heights,BC,49.325,-123,2340
Shad Bay,NS,44.52293,-63.78745,2053
Shaganappi,AB,51.03848,-114.12804,1765
Sharbot Lake,ON,44.77389,-76.68722,1400
Shaughnessy,BC,49.25,-123.13333,8430
Shaunavon,SK,49.65005,-108.4181,1658
Shawinigan,QC,46.56675,-72.74913,38211
Shawnee Slopes,AB,50.92639,-114.08333,2020
Shawnessy,AB,50.90694,-114.08194,9055
Shawville,QC,45.60011,-76.4827,1203
Shea Heights,NL,47.54989,-52.71474,1643
Shediac,NB,46.21981,-64.54107,7535
Shediac Cape,NB,46.23344,-64.56545,838
Sheet Harbour,NS,44.91685,-62.53192,800
Shelburne,NS,43.76325,-65.32355,1330
Shelburne,ON,44.0787,-80.20408,8126
Shellbrook,SK,53.21679,-106.40109,1192
Shenley,QC,46.00007,-70.83234,882
Sherbrooke,QC,45.40008,-71.89908,129447
Sherbrooke,AB,53.5763,-113.54748,2438
Sherwood,PE,46.26822,-63.12839,7404
Sherwood,AB,53.52917,-113.58333,1254
Sherwood-McCarthy,SK,50.49171,-104.68055,5660
Sherwood Heights,NS,44.67518,-63.66784,651
Sherwood Park,AB,53.51684,-113.3187,70618
Sicamous,BC,50.83312,-118.98565,1786
Sidney,BC,48.64964,-123.40262,12318
Sifton Park,AB,53.59388,-113.40817,2289
Signal Hill,AB,51.02361,-114.17361,13000
Silver Falls,NB,45.3,-66.01667,3492
Silver Springs,AB,51.10417,-114.19155,8570
Silverwood,NB,45.96528,-66.76403,975
Silverwood Heights,SK,52.17977,-106.62005,10716
Simcoe,ON,42.8334,-80.29967,13922
Sioux Lookout,ON,50.09906,-91.92158,5839
Skidegate,BC,53.26614,-131.99069,837
Skyrattler,AB,53.45139,-113.52361,1947
Slave Lake,AB,55.28344,-114.76896,6836
Sliammon,BC,49.89718,-124.60792,797
Smithers,BC,54.78036,-127.17428,5351
Smiths Falls,ON,44.90452,-76.02333,8885
Smoky Lake,AB,54.11687,-112.46863,1063
Smooth Rock Falls,ON,49.28349,-81.63307,1330
Snow Lake,MB,54.87903,-100.0374,1088
Sointula,BC,50.63079,-127.01775,513
Somerset,AB,50.89583,-114.08611,8320
Sooke,BC,48.37463,-123.72762,15086
Sorel-Tracy,QC,46.04178,-73.11358,41629
Sorrento,BC,50.87808,-119.47067,1309
Souris,PE,46.3501,-62.24862,1079
Souris,MB,49.6172,-100.2612,1876
South Bar,NS,46.20165,-60.20099,673
South Bay,NB,45.25505,-66.14469,963
South Cambie,BC,49.25,-123.11667,7970
Southdale,NS,44.66467,-63.54877,2925
Southey,SK,50.93338,-104.5011,832
South Huron,ON,43.31679,-81.51647,9982
Southport,PE,46.22652,-63.10428,3368
South River,NL,47.52258,-53.27852,674
South River,ON,45.8334,-79.38293,1114
South Slope,BC,49.21667,-123,12782
South Surrey,BC,49.05,-122.79167,77170
Southview,AB,51.03333,-113.98333,1550
Southwood,AB,50.9561,-114.08495,6095
Spaniard's Bay,NL,47.61659,-53.28138,2630
Spanish,ON,46.20007,-82.34984,639
Sparwood,BC,49.73332,-114.88532,3990
Spirit River,AB,55.78327,-118.83607,1157
Springdale,NL,49.49995,-56.06492,2080
Springfield Lake,NS,44.81349,-63.74456,1500
Springhill,NS,45.65015,-64.04873,2743
Spring Park,PE,46.24955,-63.14403,4312
Spruce Avenue,AB,53.56254,-113.49993,2120
Spruce Cliff,AB,51.05035,-114.14048,4195
Spruce Grove,AB,53.53344,-113.91874,38985
Spryfield,NS,44.61163,-63.61771,10118
Squamish,BC,49.69925,-123.15631,23819
St. Adolphe,MB,49.6744,-97.11124,1362
St. Alban's,NL,47.86665,-55.84832,1189
St. Albert,AB,53.63344,-113.63533,57719
St. Andrews Heights,AB,51.0626,-114.12392,1345
Stanley Park,ON,43.44639,-80.44417,7181
Stanstead,QC,45.01455,-72.09131,2857
Stanstead-Est,QC,45.10009,-72.04908,642
St. Anthony,NL,51.37039,-55.59743,2049
St. Catharines,ON,43.17126,-79.24267,136803
St. Claude,MB,49.65861,-98.34244,600
St. Clements,ON,43.5168,-80.6497,1240
Ste. Anne,MB,49.66969,-96.65,2891
Steeles,ON,43.81205,-79.33082,24623
Steinbach,MB,49.52579,-96.68451,15829
Steinhauer,AB,53.4625,-113.50972,1867
Stellarton,NS,45.55854,-62.66069,4007
Stephenville,NL,48.55001,-58.5818,6540
Stephenville Crossing,NL,48.50366,-58.43749,1634
Stettler,AB,52.31683,-112.71861,5494
Stewart,BC,55.93598,-129.9866,517
Stewiacke,NS,45.13345,-63.34868,1557
St. François Xavier,MB,49.9128,-97.54237,662
St. George,NB,45.12654,-66.83138,1579
St. George's,NL,48.42852,-58.48151,1139
Stillwater Lake,NS,44.69895,-63.83524,3379
Stirling,ON,44.30012,-77.54948,2030
Stittsville,ON,45.2501,-75.91606,40889
St. Jacques-Coomb's Cove,NL,47.46664,-55.51501,546
St. Jean Baptiste,MB,49.26559,-97.34037,563
St. Lawrence,NL,46.91664,-55.39832,1115
St. Lunaire-Griquet,NL,51.51678,-55.46465,603
St. Marys,ON,43.25009,-81.13304,7386
Stonewall,MB,50.13441,-97.32676,4177
Stoney Creek,ON,43.21681,-79.76633,76382
Stoney Point,ON,44.26681,-79.53292,1087
Stoney Point/Pointe-aux-Roches,ON,42.30472,-82.54861,1394
Stony Plain,AB,53.53343,-114.00205,17993
Stouffville,ON,43.96682,-79.2496,36753
St. Paul,AB,53.98347,-111.28507,5728
St. Peter's,NS,45.65659,-60.87421,2634
Stratford,PE,46.21792,-63.07948,10927
Stratford,ON,43.36679,-80.94972,31465
Strathcona,AB,53.52083,-113.48333,8984
Strathcona,BC,49.27655,-123.09117,12585
Strathcona Park,ON,44.25528,-76.52444,3135
Strathcona Park,AB,51.04722,-114.175,1980
Strathearn,AB,53.53421,-113.46281,2622
Strathmore,AB,51.05011,-113.38523,13592
Strathroy,ON,42.9551,-81.62232,23871
Strawberry Hill,BC,49.13333,-122.88333,41000
St. Stephen,NB,45.18044,-67.29529,4415
St. Thomas,ON,42.77361,-81.18038,38909
Sturgeon Falls,ON,46.36679,-79.91636,6939
St. Walburg,SK,53.635,-109.203,591
Summerford,NL,49.48322,-54.78144,805
Summerland,BC,49.59977,-119.66911,11615
Summerlea,AB,53.525,-113.62222,2058
Summerside,PE,46.3912,-63.78869,14829
Sunalta,AB,51.0415,-114.09885,1910
Suncrest,BC,49.21667,-123.01667,1683
Sundance,AB,50.9,-114.03889,9590
Sundre,AB,51.8001,-114.63532,2672
Sundridge,ON,45.7668,-79.39964,938
Sunnybrae,BC,50.76651,-119.26907,610
Sunny Brae,NB,46.10352,-64.7768,2135
Sunny Corner,NB,46.946,-65.815,789
Sunnyside,AB,51.05801,-114.07705,4000
Sun Peaks,BC,50.8762,-119.91075,1400
Sunshine Hills,BC,49.11667,-122.9,9900
Surrey,BC,49.10635,-122.82509,568322
Surrey Centre,BC,49.11667,-122.75,11370
Sussex Corner,NB,45.71024,-65.48334,1532
Sussex,NB,45.72266,-65.50663,5298
Sutherland,SK,52.13899,-106.60402,5746
Sutton,QC,45.10008,-72.61582,3906
Swan Hills,AB,54.71681,-115.40226,1900
Swan River,MB,52.1058,-101.26759,4198
Sweet Grass,AB,53.4625,-113.525,2636
Swift Current,SK,50.28337,-107.80135,16604
Sydenham,ON,44.56679,-80.79972,3249
Sydney Forks,NS,46.0604,-60.30385,1081
Sylvan Lake,AB,52.311,-114.08375,17477
Taber,AB,49.78703,-112.14603,8163
Tam O'Shanter-Sullivan,ON,43.77977,-79.29502,27446
Tam O'Shanter Ridge,NS,44.68904,-63.52681,2519
Tappen,BC,50.78311,-119.33568,976
Taradale,AB,51.11829,-113.93681,17630
Tatamagouche,NS,45.71685,-63.29868,691
Tavistock,ON,43.31679,-80.83302,2955
Tawa,AB,53.46111,-113.42361,1972
Taylor,BC,56.15282,-120.68138,1317
Tecumseh,ON,42.316,-82.884,23229
Teeswater,ON,43.99589,-81.28645,980
Telkwa,BC,54.69696,-127.05346,1474
Témiscaming,QC,46.72122,-79.09712,1854
Temiskaming Shores,ON,47.49376,-79.71529,10442
Temple,AB,51.08811,-113.94711,10525
Templeton-Est,QC,45.49389,-75.58833,20000
Terence Bay,NS,44.47011,-63.72159,678
Terrace,BC,54.51634,-128.60345,19443
Terrace Bay,ON,48.78341,-87.09996,1528
Terrace Heights,AB,53.54028,-113.43472,2332
Terrasse-des-Pins,QC,45.86449,-74.06627,4268
Terrebonne,QC,45.70004,-73.64732,111575
Tête Jaune,BC,52.97828,-119.50815,500
The Beaches,ON,43.67372,-79.29539,21567
The Glebe,ON,45.40393,-75.69005,13055
The Pas,MB,53.82159,-101.24488,5513
Thessalon,ON,46.25006,-83.5666,1175
Thompson,MB,55.7435,-97.85579,13678
Thompson,BC,49.16667,-123.16667,14955
Thorncliffe,AB,51.10278,-114.06667,8695
Thorncliff,AB,53.51528,-113.62361,3503
Thornhill,NS,44.60347,-63.61147,2188
Thornhill,ON,43.815,-79.4242,115292
Thorold,ON,43.11682,-79.19958,18801
Thorsby,AB,53.23343,-114.05205,976
Three Hills,AB,51.70012,-113.26863,3051
Thunder Bay,ON,48.38202,-89.25018,108843
Thurso,QC,45.6001,-75.24931,2476
Tidnish,NS,45.99367,-64.00949,1327
Tignish,PE,46.95014,-64.03202,744
Tilbury,ON,42.26679,-82.43311,4687
Tillicum,BC,48.45,-123.4,10080
Tillsonburg,ON,42.85986,-80.72617,18615
Timberlea,NS,44.66239,-63.74625,5627
Timmins,ON,48.46686,-81.33312,41788
Tipaskan,AB,53.4625,-113.45694,2901
Tisdale,SK,52.85002,-104.05096,2862
Tobermory,ON,45.25007,-81.66647,1427
Tofield,AB,53.36684,-112.66862,1911
Torbay,NL,47.66659,-52.73135,7852
Toronto,ON,43.70643,-79.39864,2794356
Tottenham,ON,44.02437,-79.80553,5143
Tracy,NB,45.67653,-66.68357,610
Traders Cove,BC,49.94139,-119.50696,707
Trail,BC,49.09983,-117.70223,7920
Trenton,NS,45.61548,-62.63743,2407
Très-Saint-Rédempteur,QC,45.43339,-74.38254,863
Triton,NL,49.51664,-55.61489,896
Trois-Rivières,QC,46.34515,-72.5477,144472
Trout River,NL,49.48333,-58.13165,508
Truro,NS,45.36685,-63.26538,12954
Tsawwassen,BC,49.01667,-123.08333,21588
Tufts Cove,NS,44.68219,-63.59689,1409
Tuktoyaktuk,NT,69.44472,-133.03422,978
Tumbler Ridge,BC,55.13027,-120.99415,2454
Kingsland,AB,50.98988,-114.0786,4900
Turner Valley,AB,50.66681,-114.2853,2611
Tuscany,AB,51.12432,-114.24494,19700
Tuxedo Park,AB,51.07463,-114.06023,5165
Tweed,ON,44.47512,-77.31616,1701
Tweddle Place,AB,53.475,-113.45972,3128
Twillingate,NL,49.64992,-54.76486,2121
Two Hills,AB,53.71031,-111.74595,1352
Tyndall,MB,50.0828,-96.6589,935
Ucluelet,BC,48.94153,-125.54635,2066
Umiujaq,QC,56.55305,-76.54947,541
Union Bay,BC,49.58377,-124.88611,1200
Unity,SK,52.45014,-109.16816,2475
University Heights,AB,51.07053,-114.13636,2965
Uplands,SK,50.49337,-104.60583,5270
Upper Hammonds Plains,NS,44.75448,-63.84165,1840
Upper Island Cove,NL,47.64989,-53.21478,1142
Upper Liard,YT,60.04958,-128.90613,642
Upper Lynn,BC,49.35,-123.025,3381
Upper Mount Royal,AB,51.03056,-114.08472,2735
Upper Sackville,NS,44.819,-63.76,1035
Uxbridge,ON,44.10012,-79.11628,21176
Valcourt,QC,45.50008,-72.31581,2451
Val-David,QC,46.03338,-74.21592,5209
Val-des-Arbres,QC,45.59837,-73.67542,40974
Val-des-Monts,QC,45.6501,-75.66604,9539
Val-d'Or,QC,48.0974,-77.79737,25541
Valemount,BC,52.83329,-119.2525,1052
Valley Ridge,AB,51.09722,-114.25694,5365
Valleyview,AB,55.06673,-117.28585,1863
Val-Morin,QC,46.00008,-74.18251,2772
Vancouver,BC,49.24966,-123.11934,662248
Vanderhoof,BC,54.01657,-124.01982,4346
Vanier,ON,45.4399,-75.66498,17000
Varennes,QC,45.68338,-73.43246,20994
Varsity,AB,51.09167,-114.15556,12040
Vaudreuil-Dorion,QC,45.40008,-74.03251,25789
Vaughan,ON,43.8361,-79.49827,323103
Vauxhall,AB,50.06678,-112.11853,1222
Vavenby,BC,51.58333,-119.71667,700
Vedder Crossing,BC,49.1,-121.96667,22620
Vegreville,AB,53.50015,-112.05182,5708
Venise-en-Québec,QC,45.08338,-73.13245,1547
Verchères,QC,45.78338,-73.34916,4030
Verdun,QC,45.46005,-73.57058,69229
Vermilion,AB,53.35409,-110.85849,4084
Vermilion Bay,ON,49.86045,-93.38782,1200
Vernon,BC,50.26729,-119.27337,40116
Victoria,NL,47.76659,-53.23138,1658
Victoria,BC,48.4359,-123.35155,289625
Victoria-Fraserview,BC,49.21667,-123.06667,31065
Victoria Hills,ON,43.44072,-80.52086,10533
Victoriaville,QC,46.05007,-71.96579,34426
View Royal,BC,48.45793,-123.45261,11575
Viking,AB,53.09606,-111.77527,1106
Ville-Marie,QC,47.33345,-79.43297,2831
Vineland,ON,43.15132,-79.39449,4074
Virden,MB,49.8508,-100.93262,3114
Virgil,ON,43.21682,-79.13288,2937
Virgin Arm-Carter's Cove,NL,49.53322,-54.78145,615
Virginia Park,AB,53.56185,-113.4516,793
Viscount Alexander Park,ON,45.45273,-75.6312,5430
Vista Heights,AB,51.07398,-114.0144,2300
Vulcan,AB,50.40008,-113.25189,1917
Wabana,NL,47.63319,-52.94806,2146
Wabasca-Desmarais,AB,55.96667,-113.85,1594
Wabush,NL,52.90015,-66.86541,1964
Wadena,SK,51.94999,-103.80102,1306
Wainwright,AB,52.83482,-110.85342,6270
Wakaw,SK,52.65007,-105.7344,978
Wakefield,QC,45.6668,-75.83265,2000
Waldheim,SK,52.621,-106.653,1237
Wallaceburg,ON,42.59303,-82.38853,10323
Wallace Heights,NS,44.68784,-63.61003,1551
Walpole Island,ON,42.6152,-82.51398,1878
Warfield,BC,49.09563,-117.74533,1753
Warman,SK,52.31679,-106.56791,10961
Warren,MB,50.13171,-97.54738,818
Warwick,QC,45.95007,-71.9824,4766
Wasaga Beach,ON,44.5168,-80.01637,20675
Waskaganish,QC,51.48333,-78.75,1839
Waswanipi,QC,49.73346,-76.16604,1473
Waterdown,ON,43.33341,-79.88293,24400
Waterford,ON,42.9334,-80.28296,3132
Waterloo,QC,45.35008,-72.51582,4410
Waterloo,ON,43.4668,-80.51639,104986
Watford,ON,42.95008,-81.88309,1536
Watrous,SK,51.66677,-105.46788,1865
Watson Lake,YT,60.06349,-128.70893,1547
Waverley,NS,44.78345,-63.5987,2541
Wawa,ON,47.98877,-84.77411,2905
Wawota,SK,49.90003,-102.03427,555
Wedgewood,NS,44.68151,-63.67183,974
Weinlos,AB,53.45833,-113.40694,3445
Welcome Beach,BC,49.47959,-123.89239,1125
Welland,ON,42.98342,-79.24958,52293
Wellesley,ON,43.47691,-80.76209,3246
Wellington,AB,53.59551,-113.55186,3140
Wells,NB,45.38508,-65.929,1266
Wembley,AB,55.14995,-119.13602,1516
Westbrook Estates,AB,53.46944,-113.55,1225
West End,BC,49.28333,-123.13333,47200
Westgate,AB,51.04496,-114.15825,3225
West Hill,ON,43.76737,-79.1795,27392
West Hillhurst,AB,51.05407,-114.12083,6635
West Jasper Place,AB,53.53611,-113.58333,2966
Westlock,AB,54.15016,-113.86876,4678
West Lorne,ON,42.60009,-81.59976,1337
West Meadowlark Park,AB,53.52516,-113.60833,3336
Westmorland Heights,NB,45.29198,-66.04228,2635
Westmount,NS,46.13548,-60.21924,3000
Westmount,QC,45.48341,-73.59918,20494
Westmount,ON,43.45556,-80.5275,4010
Westmount,SK,52.13366,-106.68617,2838
Westmount,AB,53.55459,-113.54173,5900
Westmount,BC,49.34509,-123.21824,1076
West Nipissing,ON,46.37157,-79.92451,14583
Weston,ON,43.70359,-79.51513,17992
Westphal,NS,44.6855,-63.54143,2533
West Point Grey,BC,49.26667,-123.2,13065
Westridge,AB,53.50704,-113.60636,1327
Westridge,BC,49.28333,-122.95,2521
West Royalty,PE,46.25842,-63.16259,4435
Westsyde,BC,50.76667,-120.35,10713
Westview,SK,52.1481,-106.70311,3999
Westville,NS,45.56685,-62.71534,3628
Westwood,AB,53.57656,-113.49924,3315
Wetaskiwin,AB,52.96683,-113.36869,12594
Weyburn,SK,49.66675,-103.85109,10870
Whalley,BC,49.17917,-122.86667,102555
Whisky Creek,BC,49.30833,-124.50556,890
Whistler,BC,50.11817,-122.95396,8713
Whitbourne,NL,47.4166,-53.5314,1066
Whitby,ON,43.88342,-78.93287,138501
Whitchurch-Stouffville,ON,44.00012,-79.3163,49864
White City,SK,50.43338,-104.36778,3099
Whitecourt,AB,54.15015,-115.68548,8763
Whitehorn,AB,51.08333,-113.96667,11085
Whitehorse,YT,60.71611,-135.05375,28201
White Lake,BC,50.88311,-119.30238,656
White Rock,BC,49.02049,-122.79507,23670
Whitmore Park,SK,50.40421,-104.60666,6600
Whitney Pier,NS,46.15931,-60.18662,4612
Whonnock,BC,49.18333,-122.46667,3444
Whycocomagh,NS,45.98344,-61.11521,854
Wildwood,SK,52.10976,-106.5945,8337
Wildwood,AB,51.05,-114.15,2765
Wildwood Lake,NS,44.68679,-63.50373,1523
Wilkie,SK,52.41683,-108.70142,1301
Williams Lake,BC,52.14153,-122.14451,14168
Willingdon Heights,BC,49.275,-123.00833,12443
Willow Park,AB,50.95556,-114.05556,5050
Winchester,ON,45.0834,-75.34933,2394
Windsor,NS,44.98345,-64.13204,3864
Windsor,QC,45.56678,-71.99909,5408
Windsor,ON,42.30008,-83.01654,229660
Windsor Junction,NS,44.78938,-63.64228,1199
Windsor Park,AB,51.00533,-114.07628,4410
Windsor Park,BC,49.31186,-122.99417,1729
Wingham,ON,43.88793,-81.31145,2934
Winkler,MB,49.1817,-97.94104,12660
Winnipeg,MB,49.8844,-97.14704,749607
Winnipegosis,MB,51.64861,-99.92664,945
Winsloe,PE,46.29342,-63.17759,1448
Wishingwell Park,NL,47.56129,-52.73414,2020
Witless Bay,NL,47.28319,-52.83135,1640
Woburn,ON,43.76657,-79.22773,53485
Wolfville,NS,45.08345,-64.36546,4195
Woodbine,AB,50.9375,-114.12917,8745
Woodcroft,AB,53.56634,-113.55748,2598
Woodhaven Court,NB,46.11667,-64.86667,2608
Woodlands,AB,50.94167,-114.10833,5830
Woodlawn,NS,44.67747,-63.52733,20000
Woodside,NS,44.65015,-63.54869,8348
Woodstock,NB,46.15796,-67.58377,5553
Woodstock,ON,43.13339,-80.7497,40404
Wychwood,ON,43.67757,-79.4218,14349
Wynndel,BC,49.18,-116.5525,900
Wynyard,SK,51.76674,-104.18436,1732
Wyoming,ON,42.95008,-82.11651,2348
Yamachiche,QC,46.28175,-72.82873,1240
Yarmouth,NS,43.83345,-66.11557,6829
Yellowknife,NT,62.45411,-114.37248,20340
Yennadon,BC,49.23297,-122.5859,7116
York,AB,53.60371,-113.42757,3836
Yorkton,SK,51.2167,-102.46766,16343
Youbou,BC,48.86632,-124.20271,1302
Youngs Crossing,NB,45.96681,-66.59888,1514
Zephyr,ON,44.20011,-79.2663,505
Lac-des-Aigles,QC,47.99038,-68.67777,629
Beauceville,QC,46.21785,-70.77873,6354
Halifax,NS,44.64269,-63.57688,471559
St. John's,NL,47.56494,-52.70931,110525
Beauport,QC,46.85884,-71.19201,81425
Beaupré,QC,47.04428,-70.89529,2803
Charlesbourg,QC,46.899,-71.305,82870
Château-Richer,QC,46.96031,-71.03219,3563
Sainte-Foy,QC,46.78139,-71.29217,111300
Kamouraska,QC,47.56593,-69.86631,589
Québec,QC,46.81228,-71.21454,531902
L'Ange-Gardien,QC,46.91976,-71.08253,3634
Lévis,QC,46.80326,-71.17793,143414
L'Isle-Verte,QC,48.01347,-69.34064,1356
Montmagny,QC,46.98043,-70.55493,11724
Neuville,QC,46.69823,-71.58275,3638
Portneuf,QC,46.69058,-71.89011,3107
Rimouski,QC,48.44879,-68.52396,42240
Rivière-du-Loup,QC,47.82699,-69.54243,18586
Saint-André,QC,47.67833,-69.72229,690
Sydney,NS,46.1351,-60.1831,105968
Aylmer,QC,45.4002,-75.80644,56542
Tofino,BC,49.15314,-125.90744,2516
Jasper,AB,52.87946,-118.08041,3948
L'Ancienne-Lorette,QC,46.79392,-71.35191,16516
Edmundston,NB,47.3737,-68.32512,16580
St-Jean-Port-Joli,QC,47.21418,-70.26969,3304
Saint-Georges,QC,46.11353,-70.66526,31173
Grand Falls,NB,47.04609,-67.74179,5220
La Baie,QC,48.33982,-70.88928,18036
Perce,QC,48.48794,-64.29852,3095
Sainte Catherine de la Jacques Cartier,QC,46.85244,-71.62056,5021
Tadoussac,QC,48.15001,-69.71667,858
Beresford,NB,47.69128,-65.69893,4294
Baie-Saint-Paul,QC,47.44109,-70.49858,7146
Carleton-sur-Mer,QC,48.10749,-66.128,4077
Walkerton,ON,44.13023,-81.15309,4724
Hopedale,NL,55.46737,-60.20319,625
Boischatel,QC,46.89434,-71.1448,8231
Cacouna,QC,47.91657,-69.50054,1939
Campbellton,NB,48.00751,-66.67272,6883
Bathurst,NB,47.61814,-65.65112,11897
Matane,QC,48.82857,-67.52197,14812
White River,ON,48.5916,-85.27768,557
L'Islet-sur-Mer,QC,47.12868,-70.3707,3803
Trois Pistoles,QC,48.11667,-69.16667,3115
Paris,ON,43.2,-80.38333,12310
Hull,QC,45.42761,-75.71056,63702
Buckingham,QC,45.58563,-75.4208,16685
Kedgwick,NB,47.64457,-67.34344,1986
Inkerman,NB,47.66724,-64.82483,712
Caraquet,NB,47.79413,-64.9386,4285
Amqui,QC,48.46382,-67.43134,6261
Shuniah Township,ON,48.5242,-89.1147,3247
Dalhousie,NB,48.06442,-66.37495,3223
Miscou,NB,47.94395,-64.57111,530
Perth-Andover,NB,46.73551,-67.70393,1574
Saint-Isidore,NB,47.55545,-65.04473,810
Nain,NL,56.54193,-61.69549,1204
Dawson City,YT,64.06013,-139.43328,1375
Deline,NT,65.19844,-123.40565,533
Lamèque,NB,47.79361,-64.6475,1301
Neguac,NB,47.24894,-65.07408,1692
Saint-Quentin,NB,47.51326,-67.39288,2141
Doaktown,NB,46.55697,-66.12568,808
Weymontachie,QC,47.8994,-73.7772,1038
Chandler,QC,48.34935,-64.67926,7914
Grande-Riviere,QC,48.40026,-64.50108,3384
Murdochville,QC,48.9583,-65.5006,764
Bonaventure,QC,48.04573,-65.49259,2673
New-Richmond,QC,48.16059,-65.85823,3748
Thetford-Mines,QC,46.09371,-71.30539,25704
Grande-Anse,NB,47.80779,-65.1945,731
Lac-au-Saumon,QC,48.421,-67.34756,1488
New Carlisle,QC,48.00956,-65.33621,1358
Carleton,QC,48.10252,-66.11962,1101
Cabano,QC,47.68065,-68.8781,3199
Sacré-Coeur,QC,48.2297,-69.80061,1881
Forestville,QC,48.73808,-69.08478,2333
Mont-Joli,QC,48.58388,-68.19214,6568
Dubreuilville,ON,48.37165,-84.52555,576
Lillooet,BC,50.6856,-121.942,2324
Saint-Anselme,QC,46.62922,-70.9734,2541
Dégelis,QC,47.54734,-68.64309,2884
La Malbaie,QC,47.654,-70.15268,8959
Sainte-Marie,QC,46.43401,-71.01168,13565
Plessisville,QC,46.21856,-71.76201,6677
Betsiamites,QC,48.94133,-68.64601,2428
Saint-Pamphile,QC,46.9578,-69.7806,2274
Maliotenam,QC,50.21119,-66.18164,1316
Sheshatshiu,NL,53.51868,-60.14594,1049
Les Escoumins,QC,48.35191,-69.40724,1339
Churchill Falls,NL,53.53153,-64.00849,650
Fossambault-sur-le-Lac,QC,46.87662,-71.61541,2000
Cole Harbour,NS,44.67244,-63.47506,19096
West Kelowna,BC,49.8625,-119.58333,28793
Saint-Mathieu-de-Rioux,QC,48.18317,-68.98693,672
Pointe-Verte,NB,47.85418,-65.76622,865
Plaster Rock,NB,46.90654,-67.38997,1002
Madeira Park,BC,49.61967,-124.02319,3039
Quathiaski Cove,BC,50.05153,-125.22013,516
St. George,ON,43.24495,-80.25144,3255
Kaleden,BC,49.39835,-119.60421,1186
Tracadie-Sheila,NB,47.51444,-64.91806,3184
Sydney Mines,NS,46.23669,-60.21767,12353
Hartland,NB,46.29986,-67.51669,902
Jonquière,QC,48.41648,-71.24884,54842
Port Perry,ON,44.10676,-78.94441,9553
Cap-Santé,QC,46.67159,-71.78812,2666
Saint-Augustin-de-Desmaures,QC,46.74064,-71.45131,17281
Donnacona,QC,46.68042,-71.7239,7200
La Pocatière,QC,47.36733,-70.03484,4575
Saint-Joseph-de-Beauce,QC,46.3,-70.86667,5014
Metabetchouan-Lac-a-la-Croix,QC,48.41,-71.78,4084
Ladner,BC,49.08938,-123.08241,23016
Steveston,BC,49.12714,-123.18137,25220
ByWard Market,ON,45.4271,-75.69234,3063
Lago Lindo,AB,53.6368,-113.4831,3987
Klarvatten,AB,53.63456,-113.47289,4778
Belle Rive,AB,53.62347,-113.47598,3958
Eaux Claires,AB,53.62107,-113.4874,3060
Griesbach,AB,53.60697,-113.5037,3102
Downtown,AB,53.54021,-113.49907,12423
Fraser,AB,53.61038,-113.37255,3276
Kirkness,AB,53.61084,-113.38766,3735
Matt Berry,AB,53.62194,-113.43658,4053
Hollick-Kenyon,AB,53.62209,-113.42465,5189
Brintnell,AB,53.62077,-113.40757,5178
Ozerna,AB,53.6227,-113.44877,4495
Mayliewan,AB,53.62321,-113.4619,4209
Chambery,AB,53.64164,-113.51066,2064
Elsinore,AB,53.64138,-113.49735,2125
Canossa,AB,53.634,-113.52036,3211
Oxford,AB,53.62209,-113.54782,3398
Carlton,AB,53.62255,-113.55821,2735
Hudson,AB,53.60595,-113.55065,2012
Cumberland,AB,53.61094,-113.5534,6411
Pembina,AB,53.60132,-113.55074,508
Kensington,AB,53.59612,-113.52782,3488
Popkum,BC,49.20366,-121.73813,1710
Bell Acres,BC,49.07791,-121.86756,582
Baker Trails,BC,49.08668,-121.93743,635
Promontory,BC,49.10354,-121.9352,11820
Yarrow,BC,49.08207,-122.05034,3326
Huntingdon,BC,49.00753,-122.26487,1224
Walnut Grove,BC,49.16473,-122.64042,25683
Aldergrove,BC,49.05801,-122.47087,12363
Willoughby,BC,49.12624,-122.67995,31305
Saint-Léonard,NB,47.16317,-67.9246,2700
Norway House,MB,53.98214,-97.83265,5753
Omemee,ON,44.29897,-78.55989,1323
Evanston,AB,51.16398,-114.12297,18710
Patrick Fogarty Catholic Secondary School,ON,44.62552,-79.43095,1000
Cowichan Bay,BC,48.73366,-123.61739,2799
Moss Park,ON,43.65498,-79.37153,20506
Casa Loma,ON,43.68345,-79.41248,10968
North Glenmore,AB,51.0046,-114.1116,2435
Erin Woods,AB,51.02061,-113.96985,6790
High Park North,ON,43.65626,-79.47454,22162
Cranston,AB,50.88852,-113.98144,20850
Auburn Bay,AB,50.88787,-113.95929,18090
Beltline,AB,51.03951,-114.07087,25880
Erlton,AB,51.02839,-114.06186,1280
Parkhill,AB,51.01737,-114.06993,1770
Roncesvalles,ON,43.64887,-79.45016,14974
Springbank Hill,AB,51.03254,-114.19481,9840
Aspen Woods,AB,51.0428,-114.19275,9435
Currie Barracks,AB,51.01791,-114.12229,1275
Kincora,AB,51.15943,-114.1337,7030
Dufferin Grove,ON,43.65766,-79.42793,11785
Little Portugal,ON,43.64663,-79.42956,15559
Niagara,ON,43.64455,-79.40712,31180
